iter	Passed	Remaining
407	1447	2099
408	1450	2095
409	1453	2091
410	1456	2086
411	1459	2083
412	1462	2078
413	1465	2074
414	1468	2070
415	1471	2065
416	1474	2061
417	1477	2057
418	1480	2053
419	1483	2048
420	1486	2044
421	1490	2040
422	1492	2036
423	1495	2032
424	1498	2027
425	1501	2023
426	1504	2018
427	1507	2015
428	1510	2010
429	1513	2006
430	1516	2002
431	1519	1997
432	1523	1994
433	1526	1991
434	1530	1987
435	1533	1983
436	1535	1978
437	1539	1975
438	1542	1970
439	1545	1966
440	1548	1962
441	1551	1958
442	1554	1954
443	1557	1950
444	1560	1945
445	1562	1941
446	1565	1937
447	1569	1933
448	1572	1929
449	1575	1925
450	1578	1921
451	1581	1917
452	1584	1913
453	1587	1909
454	1590	1905
455	1593	1901
456	1596	1897
457	1599	1893
458	1603	1889
459	1606	1885
460	1609	1881
461	1612	1877
462	1614	1872
463	1618	1869
464	1621	1865
465	1624	1861
466	1626	1856
467	1629	1852
468	1632	1848
469	1635	1844
470	1638	1840
471	1641	1836
472	1645	1832
473	1648	1829
474	1652	1826
475	1655	1822
476	1658	1817
477	1661	1814
478	1664	1810
479	1668	1807
480	1671	1803
481	1674	1799
482	1677	1795
483	1680	1791
484	1684	1788
485	1687	1784
486	1690	1780
487	1692	1776
488	1695	1772
489	1699	1768
490	1702	1764
491	1704	1760
492	1707	1756
493	1711	1752
494	1714	1749
495	1717	1745
496	1720	1741
497	1723	1737
498	1726	1733
499	1729	1729
500	1732	1725
501	1735	1721
502	1738	1717
503	1741	1713
504	1744	1709
505	1747	1706
506	1750	1702
507	1753	1698
508	1756	1694
509	1759	1690
510	1762	1686
511	1765	1682
512	1768	1678
513	1770	1674
514	1773	1670
515	1777	1666
516	1780	1663
517	1783	1659
518	1785	1655
519	1788	1651
520	1791	1647
521	1794	1643
522	1797	1639
523	1800	1635
524	1803	1631
525	1806	1627
526	1809	1624
527	1812	1620
528	1815	1616
529	1817	1612
530	1820	1608
531	1823	1604
532	1826	1600
533	1829	1596
534	1832	1592
535	1835	1588
536	1838	1585
537	1842	1581
538	1845	1578
539	1848	1574
540	1851	1570
541	1854	1566
542	1857	1563
543	1860	1559
544	1863	1555
545	1866	1551
546	1869	1548
547	1872	1544
548	1875	1540
549	1878	1537
550	1881	1533
551	1885	1529
552	1888	1526
553	1891	1522
554	1894	1518
555	1897	1515
556	1900	1511
557	1903	1507
558	1906	1503
559	1909	1500
560	1912	1496
561	1915	1492
562	1918	1489
563	1921	1485
564	1924	1481
565	1927	1477
566	1930	1474
567	1933	1470
568	1937	1467
569	1941	1464
570	1944	1460
571	1947	1456
572	1950	1453
573	1953	1450
574	1957	1446
575	1960	1442
576	1962	1438
577	1965	1435
578	1968	1431
579	1971	1427
580	1974	1423
581	1977	1420
582	1980	1416
583	1983	1412
584	1986	1409
585	1989	1405
586	1992	1401
587	1995	1397
588	1998	1394
589	2001	1390
590	2004	1386
591	2007	1383
592	2009	1379
593	2013	1376
594	2016	1372
595	2019	1369
596	2022	1365
597	2025	1361
598	2028	1358
599	2033	1355
600	2037	1352
601	2039	1348
602	2042	1344
603	2045	1341
604	2049	1337
605	2053	1334
606	2056	1331
607	2059	1328
608	2063	1324
609	2067	1321
610	2070	1317
611	2073	1314
612	2076	1310
613	2079	1307
614	2082	1303
615	2085	1300
616	2088	1296
617	2091	1292
618	2094	1289
619	2097	1285
620	2100	1281
621	2103	1278
622	2106	1274
623	2109	1271
624	2112	1267
625	2115	1263
626	2118	1260
627	2120	1256
628	2124	1252
629	2127	1249
630	2130	1245
631	2133	1242
632	2136	1238
633	2138	1234
634	2142	1231
635	2145	1227
636	2148	1224
637	2151	1220
638	2154	1217
639	2157	1213
640	2161	1210
641	2164	1206
642	2167	1203
643	2169	1199
644	2173	1196
645	2176	1192
646	2180	1189
647	2183	1185
648	2186	1182
649	2190	1179
650	2193	1175
651	2196	1172
652	2199	1168
653	2202	1165
654	2205	1161
655	2208	1158
656	2211	1154
657	2214	1150
658	2217	1147
659	2220	1143
660	2223	1140
661	2226	1136
662	2229	1133
663	2232	1129
664	2236	1126
665	2240	1123
666	2243	1120
667	2246	1116
668	2249	1113
669	2252	1109
670	2256	1106
671	2259	1102
672	2262	1099
673	2265	1095
674	2268	1092
675	2271	1088
676	2274	1085
677	2277	1081
678	2279	1077
679	2282	1074
680	2285	1070
681	2288	1067
682	2291	1063
683	2294	1060
684	2297	1056
685	2300	1053
686	2304	1049
687	2307	1046
688	2309	1042
689	2312	1038
690	2315	1035
691	2318	1032
692	2321	1028
693	2324	1024
694	2327	1021
695	2330	1017
696	2333	1014
697	2336	1010
698	2339	1007
699	2342	1003
700	2344	1000
701	2347	996
702	2351	993
703	2354	989
704	2357	986
705	2360	982
706	2363	979
707	2366	976
708	2369	972
709	2372	969
710	2375	965
711	2378	962
712	2381	958
713	2384	955
714	2387	951
715	2390	948
716	2393	944
717	2396	941
718	2399	937
719	2402	934
720	2405	930
721	2408	927
722	2410	923
723	2414	920
724	2417	916
725	2420	913
726	2422	909
727	2425	906
728	2429	903
729	2433	899
730	2436	896
731	2439	893
732	2442	889
733	2445	886
734	2449	883
735	2452	879
736	2455	876
737	2457	872
738	2461	869
739	2464	865
740	2467	862
741	2470	858
742	2472	855
743	2475	851
744	2479	848
745	2482	845
746	2485	841
747	2488	838
748	2491	834
749	2494	831
750	2497	828
751	2500	824
752	2502	820
753	2505	817
754	2508	814
755	2511	810
756	2515	807
757	2517	803
758	2520	800
759	2523	797
760	2527	793
761	2530	790
762	2533	786
763	2536	783
764	2540	780
765	2543	777
766	2546	773
767	2550	770
768	2553	766
769	2556	763
770	2559	760
771	2562	756
772	2565	753
773	2568	749
774	2570	746
775	2574	743
776	2577	739
777	2580	736
778	2582	732
779	2585	729
780	2588	725
781	2592	722
782	2594	719
783	2597	715
784	2600	712
785	2602	708
786	2606	705
787	2609	702
788	2611	698
789	2614	695
790	2617	691
791	2620	688
792	2623	684
793	2627	681
794	2630	678
795	2633	674
796	2637	671
797	2641	668
798	2644	665
799	2647	661
800	2649	658
801	2653	655
802	2656	651
803	2659	648
804	2662	644
805	2665	641
806	2668	638
807	2671	634
808	2674	631
809	2677	628
810	2680	624
811	2683	621
812	2686	617
813	2689	614
814	2692	611
815	2695	607
816	2698	604
817	2701	601
818	2704	597
819	2707	594
820	2709	590
821	2712	587
822	2715	583
823	2718	580
824	2721	577
825	2724	573
826	2726	570
827	2729	566
828	2732	563
829	2735	560
830	2738	556
831	2741	553
832	2744	550
833	2746	546
834	2750	543
835	2753	540
836	2756	536
837	2759	533
838	2762	530
839	2765	526
840	2768	523
841	2771	520
842	2774	516
843	2777	513
844	2780	510
845	2783	506
846	2786	503
847	2789	499
848	2792	496
849	2795	493
850	2799	490
851	2802	486
852	2804	483
853	2807	480
854	2810	476
855	2813	473
856	2817	470
857	2820	466
858	2824	463
859	2828	460
860	2831	457
861	2835	453
862	2838	450
863	2840	447
864	2844	443
865	2848	440
866	2851	437
867	2854	434
868	2856	430
869	2859	427
870	2862	424
871	2865	420
872	2868	417
873	2871	413
874	2874	410
875	2878	407
876	2881	404
877	2884	400
878	2886	397
879	2889	394
880	2892	390
881	2895	387
882	2899	384
883	2902	380
884	2904	377
885	2908	374
886	2912	370
887	2914	367
888	2917	364
889	2920	360
890	2923	357
891	2927	354
892	2930	351
893	2933	347
894	2935	344
895	2938	341
896	2942	337
897	2945	334
898	2948	331
899	2950	327
900	2953	324
901	2957	321
902	2960	318
903	2963	314
904	2965	311
905	2968	308
906	2971	304
907	2974	301
908	2978	298
909	2980	294
910	2983	291
911	2986	288
912	2989	284
913	2992	281
914	2995	278
915	2998	274
916	3001	271
917	3004	268
918	3008	265
919	3011	261
920	3014	258
921	3017	255
922	3022	252
923	3025	248
924	3028	245
925	3032	242
926	3036	239
927	3039	235
928	3042	232
929	3045	229
930	3047	225
931	3051	222
932	3054	219
933	3057	216
934	3061	212
935	3063	209
936	3066	206
937	3070	202
938	3073	199
939	3075	196
940	3079	193
941	3081	189
942	3085	186
943	3088	183
944	3091	179
945	3093	176
946	3096	173
947	3099	169
948	3102	166
949	3105	163
950	3108	160
951	3112	156
952	3115	153
953	3118	150
954	3121	147
955	3124	143
956	3127	140
957	3130	137
958	3133	133
959	3136	130
960	3140	127
961	3142	124
962	3145	120
963	3149	117
964	3152	114
965	3155	111
966	3159	107
967	3162	104
968	3165	101
969	3168	97
970	3171	94
971	3173	91
972	3176	88
973	3179	84
974	3183	81
975	3186	78
976	3188	75
977	3191	71
978	3194	68
979	3198	65
980	3201	62
981	3204	58
982	3207	55
983	3211	52
984	3214	48
985	3218	45
986	3220	42
987	3223	39
988	3226	35
989	3230	32
990	3233	29
991	3235	26
992	3238	22
993	3241	19
994	3245	16
995	3248	13
996	3250	9
997	3253	6
998	3256	3
999	3259	0
